station_name,year,josha_num,lines
八田,2015,3711239.0,3
六番町,1991,2811426.0,1
六番町,1992,2736020.0,1
六番町,1993,2727668.0,1
六番町,1994,2608352.0,1
六番町,1995,2623429.0,1
六番町,1996,2547279.0,1
六番町,1997,2565739.0,1
六番町,1998,2549452.0,1
六番町,1999,2400529.0,1
六番町,2000,2346518.0,1
六番町,2001,2405632.0,1
六番町,2002,2476129.0,1
六番町,2003,2609251.0,1
六番町,2004,2413042.0,1
六番町,2005,2456370.0,1
六番町,2006,2465241.0,1
六番町,2007,2419931.0,1
六番町,2008,2424660.0,1
六番町,2009,2376032.0,1
六番町,2010,2353540.0,1
六番町,2011,2365291.0,1
六番町,2012,2438644.0,1
六番町,2013,2531790.0,1
六番町,2014,2547548.0,1
六番町,2015,2611112.0,1
千種,1991,21897497.0,2
千種,1992,21887492.0,2
千種,1993,21602180.0,2
千種,1994,21377187.0,2
千種,1995,21650073.0,2
千種,1996,21388552.0,2
千種,1997,21146559.0,2
千種,1998,20950480.0,2
千種,1999,20585037.0,2
千種,2000,20407909.0,2
千種,2001,21287541.0,2
千種,2002,21397335.0,2
千種,2003,20350422.0,2
千種,2004,19378797.0,2
千種,2005,19738787.0,2
千種,2006,19843556.0,2
千種,2007,19927656.0,2
千種,2008,19986748.0,2
千種,2009,19372013.0,2
千種,2010,19446350.0,2
千種,2011,19211577.0,2
千種,2012,19271261.0,2
千種,2013,19717613.0,2
千種,2014,19566262.0,2
千種,2015,19986509.0,2
南大高,1991,0.0,0
南大高,1992,0.0,0
南大高,1993,0.0,0
南大高,1994,0.0,0
南大高,1995,0.0,0
南大高,1996,0.0,0
南大高,1997,0.0,0
南大高,1998,0.0,0
南大高,1999,0.0,0
南大高,2000,0.0,0
南大高,2001,0.0,0
南大高,2002,0.0,0
南大高,2003,0.0,0
南大高,2004,0.0,0
南大高,2005,0.0,0
南大高,2006,0.0,0
南大高,2007,0.0,0
南大高,2008,58783.0,1
南大高,2009,1153793.0,1
南大高,2010,1585417.0,1
南大高,2011,1763634.0,1
南大高,2012,1941339.0,1
南大高,2013,2064986.0,1
南大高,2014,2266966.0,1
南大高,2015,2363469.0,1
南荒子,2004,94969.0,1
南荒子,2005,242401.0,1
南荒子,2006,286215.0,1
南荒子,2007,307702.0,1
南荒子,2008,325276.0,1
南荒子,2009,340412.0,1
南荒子,2010,372878.0,1
南荒子,2011,400855.0,1
南荒子,2012,432047.0,1
南荒子,2013,449174.0,1
南荒子,2014,456967.0,1
南荒子,2015,473779.0,1
原,1991,4035753.0,1
原,1992,3864492.0,1
原,1993,3890400.0,1
原,1994,3475504.0,1
原,1995,3341239.0,1
原,1996,3276623.0,1
原,1997,3242805.0,1
原,1998,3206951.0,1
原,1999,3149954.0,1
原,2000,3201417.0,1
原,2001,3493570.0,1
原,2002,3570038.0,1
原,2003,3675349.0,1
原,2004,3561522.0,1
原,2005,3925524.0,1
原,2006,4047621.0,1
原,2007,4108046.0,1
原,2008,4113043.0,1
原,2009,4075995.0,1
原,2010,4047766.0,1
原,2011,3324927.0,1
原,2012,3381760.0,1
原,2013,3485407.0,1
原,2014,3476369.0,1
原,2015,3604582.0,1
名古屋,1991,214589961.0,8
名古屋,1992,214243723.0,8
名古屋,1993,211054236.0,8
名古屋,1994,205532879.0,8
名古屋,1995,205403669.0,8
名古屋,1996,203242210.0,8
名古屋,1997,197062667.0,8
名古屋,1998,195897294.0,8
名古屋,1999,192741382.0,8
名古屋,2000,195017500.0,8
名古屋,2001,203581883.0,8
名古屋,2002,203271456.0,8
名古屋,2003,199808330.0,8
名古屋,2004,200221551.0,9
名古屋,2005,209485187.0,9
名古屋,2006,205670650.0,9
名古屋,2007,210110332.0,9
名古屋,2008,209134485.0,9
名古屋,2009,202953764.0,9
名古屋,2010,204299546.0,9
名古屋,2011,206843142.0,9
名古屋,2012,211005526.0,9
名古屋,2013,217538786.0,9
名古屋,2014,215900694.0,9
名古屋,2015,222273991.0,9
名古屋大学,1991,0.0,0
名古屋大学,1992,0.0,0
名古屋大学,1993,0.0,0
名古屋大学,1994,0.0,0
名古屋大学,1995,0.0,0
名古屋大学,1996,0.0,0
名古屋大学,1997,0.0,0
名古屋大学,1998,0.0,0
名古屋大学,1999,0.0,0
名古屋大学,2000,0.0,0
名古屋大学,2001,0.0,0
名古屋大学,2002,0.0,0
名古屋大学,2003,663562.0,1
名古屋大学,2004,2634261.0,1
名古屋大学,2005,2895894.0,1
名古屋大学,2006,3138237.0,1
名古屋大学,2007,3265892.0,1
名古屋大学,2008,3497816.0,1
名古屋大学,2009,3637349.0,1
名古屋大学,2010,4251444.0,1
名古屋大学,2011,3672574.0,1
名古屋大学,2012,3798089.0,1
名古屋大学,2013,3867341.0,1
名古屋大学,2014,3909531.0,1
名古屋大学,2015,3999633.0,1
名古屋港,1991,1408588.0,1
名古屋港,1992,1762661.0,1
名古屋港,1993,2183765.0,1
名古屋港,1994,2110787.0,1
名古屋港,1995,1751826.0,1
名古屋港,1996,1560944.0,1
名古屋港,1997,1736743.0,1
名古屋港,1998,1503918.0,1
名古屋港,1999,1928692.0,1
名古屋港,2000,1378370.0,1
名古屋港,2001,2410864.0,1
名古屋港,2002,1979524.0,1
名古屋港,2003,1595719.0,1
