station_name,year,josha_num,lines,log_josha_num
中村公園,2004,4346997.0,1,15.284995819839565
中村公園,2005,4403054.0,1,15.297808949027889
中村公園,2006,4439404.0,1,15.306030691163953
中村公園,2007,4375529.0,1,15.291537984750024
中村公園,2008,4399623.0,1,15.297029413399411
中村公園,2009,4171196.0,1,15.24371336320426
中村公園,2010,4040533.0,1,15.211887171928314
中村公園,2011,3949870.0,1,15.189193224943308
中村公園,2012,4059857.0,1,15.21665830928274
中村公園,2013,4177137.0,1,15.245136641600773
中村公園,2014,4214218.0,1,15.253974604329036
中村公園,2015,4355814.0,1,15.287022062398812
中村区役所,1991,1404775.0,1,14.155387705577073
中村区役所,1992,1445421.0,1,14.183911186575621
中村区役所,1993,1551676.0,1,14.2548461950447
中村区役所,1994,1554301.0,1,14.256536484847222
中村区役所,1995,1650688.0,1,14.316702728666026
中村区役所,1996,1670238.0,1,14.328476689208705
中村区役所,1997,1599228.0,1,14.285031570769428
中村区役所,1998,1684938.0,1,14.33723932583941
中村区役所,1999,1648532.0,1,14.315395752891812
中村区役所,2000,1711342.0,1,14.352788416009655
中村区役所,2001,1824327.0,1,14.416721709864126
中村区役所,2002,1921633.0,1,14.468685903349408
中村区役所,2003,1941461.0,1,14.478951340390937
中村区役所,2004,1763230.0,1,14.382657912315043
中村区役所,2005,1843946.0,1,14.427418398505027
中村区役所,2006,1882620.0,1,14.44817498164448
中村区役所,2007,1880403.0,1,14.446996673536074
中村区役所,2008,1930291.0,1,14.4731813267174
中村区役所,2009,1860285.0,1,14.43624025975796
中村区役所,2010,1771883.0,1,14.387553380879243
中村区役所,2011,1828430.0,1,14.41896823309335
中村区役所,2012,1906639.0,1,14.460852564093083
中村区役所,2013,1996770.0,1,14.507041433005922
中村区役所,2014,2043487.0,1,14.530168220331783
中村区役所,2015,2114714.0,1,14.564430136732557
中村日赤,1991,1463403.0,1,14.196275103450466
中村日赤,1992,1438428.0,1,14.179061408583447
中村日赤,1993,1550817.0,1,14.254292446802914
中村日赤,1994,1369668.0,1,14.130078932669829
中村日赤,1995,1528253.0,1,14.239635810918655
中村日赤,1996,1368023.0,1,14.128877189888795
中村日赤,1997,1304393.0,1,14.081248356430892
中村日赤,1998,1343958.0,1,14.11112954957694
中村日赤,1999,1265515.0,1,14.05098971191959
中村日赤,2000,1361006.0,1,14.12373469014703
中村日赤,2001,1407958.0,1,14.157650985709761
中村日赤,2002,1573785.0,1,14.268994103966307
中村日赤,2003,1590833.0,1,14.27976833638012
中村日赤,2004,1461957.0,1,14.19528650709462
中村日赤,2005,1446139.0,1,14.1844078043285
中村日赤,2006,1425724.0,1,14.170190312836375
中村日赤,2007,1400642.0,1,14.152441260902314
中村日赤,2008,1419429.0,1,14.165765236032405
中村日赤,2009,1520596.0,1,14.234612921232438
中村日赤,2010,1465544.0,1,14.197737062565011
中村日赤,2011,1541204.0,1,14.248074487110994
中村日赤,2012,1589357.0,1,14.278840089887941
中村日赤,2013,1632461.0,1,14.305599250107695
中村日赤,2014,1635682.0,1,14.307570400723147
中村日赤,2015,1689355.0,1,14.339857357245029
丸の内,1991,6049708.0,2,15.615520564379448
丸の内,1992,6237618.0,2,15.646108936698642
丸の内,1993,6227677.0,2,15.64451394803492
丸の内,1994,6529952.0,2,15.69191015053647
丸の内,1995,6797526.0,2,15.732069280417086
丸の内,1996,6755086.0,2,15.725806260605534
丸の内,1997,6850911.0,2,15.739892194096393
丸の内,1998,6910817.0,2,15.748598423197548
丸の内,1999,6487269.0,2,15.685352198885923
丸の内,2000,6607298.0,2,15.7036853536728
丸の内,2001,6842037.0,2,15.738596052280569
丸の内,2002,6942130.0,2,15.753119201820288
丸の内,2003,6388181.0,2,15.669960122292586
丸の内,2004,5543165.0,2,15.528076195232945
丸の内,2005,5619274.0,2,15.541713032030565
丸の内,2006,5773745.0,2,15.568831474738268
丸の内,2007,5975643.0,2,15.603202265054524
丸の内,2008,5746986.0,2,15.564186101433318
丸の内,2009,5399182.0,2,15.501758018578544
丸の内,2010,5444554.0,2,15.510126400985207
丸の内,2011,5430521.0,2,15.507545635741984
丸の内,2012,5722071.0,2,15.559841360764075
丸の内,2013,6048330.0,2,15.615292758845037
丸の内,2014,6292476.0,2,15.654865191919972
丸の内,2015,6600797.0,2,15.702700957281802
久屋大通,1991,6834421.0,3,15.737482313505918
久屋大通,1992,7089647.0,3,15.77414610883441
久屋大通,1993,7342493.0,3,15.809188988700695
久屋大通,1994,7763914.0,3,15.864997146445136
久屋大通,1995,7912543.0,3,15.88395977985898
久屋大通,1996,7969650.0,3,15.89115113512207
久屋大通,1997,7943257.0,3,15.887833950625014
久屋大通,1998,7911474.0,3,15.88382466878047
久屋大通,1999,8007795.0,3,15.895926000248924
久屋大通,2000,7826683.0,3,15.873049351136336
久屋大通,2001,8628410.0,3,15.970570805065451
久屋大通,2002,8918919.0,3,16.003685308871486
久屋大通,2003,8308312.0,3,15.93276701743766
久屋大通,2004,7674785.0,3,15.853450838015847
久屋大通,2005,7743290.0,3,15.862337219851028
久屋大通,2006,7950609.0,3,15.88875908747018
久屋大通,2007,7719058.0,3,15.859202893830435
久屋大通,2008,7924155.0,3,15.885426247437133
久屋大通,2009,7627600.0,3,15.84728380594261
久屋大通,2010,7475531.0,3,15.82714571150733
久屋大通,2011,7794193.0,3,15.86888952721213
久屋大通,2012,8010452.0,3,15.89625774691563
久屋大通,2013,8196491.0,3,15.919216693818399
久屋大通,2014,8282643.0,3,15.929672678325586
久屋大通,2015,8690247.0,3,15.977711920312894
亀島,1991,1740470.0,1,14.369665749658768
亀島,1992,1628718.0,1,14.303303760259654
亀島,1993,1552697.0,1,14.255503976849148
亀島,1994,1476904.0,1,14.205458562786387
亀島,1995,1465771.0,1,14.197891941860107
亀島,1996,1366441.0,1,14.127720107421077
亀島,1997,1313947.0,1,14.088546142357817
亀島,1998,1309909.0,1,14.08546822711563
亀島,1999,1258178.0,1,14.04517520066874
亀島,2000,1236151.0,1,14.027513077822626
亀島,2001,1432412.0,1,14.174870294619494
亀島,2002,1432970.0,1,14.17525977148998
亀島,2003,1491301.0,1,14.21515945130654
亀島,2004,1388816.0,1,14.143962143559186
亀島,2005,1443395.0,1,14.18250853557108
亀島,2006,1451924.0,1,14.188400131399213
亀島,2007,1451147.0,1,14.187864836176635
亀島,2008,1499584.0,1,14.220698294275104
亀島,2009,1489929.0,1,14.214239025779586
亀島,2010,1453529.0,1,14.189504950622418
亀島,2011,1459458.0,1,14.193575691883824
亀島,2012,1487740.0,1,14.212768747925107
亀島,2013,1543399.0,1,14.249497685085254
亀島,2014,1587904.0,1,14.277925465561333
亀島,2015,1664261.0,1,14.324891739025004
今池,1991,8034312.0,2,15.899231928098764
今池,1992,7694399.0,2,15.856003219540877
今池,1993,7647327.0,2,15.849866732979498
今池,1994,7786831.0,2,15.86794453148555
今池,1995,7718802.0,2,15.859169728611938
今池,1996,7562801.0,2,15.838752182182061
今池,1997,7138522.0,2,15.78101631008661
今池,1998,7320429.0,2,15.806179490777573
今池,1999,7032954.0,2,15.766117374674424
今池,2000,6895665.0,2,15.746403511259363
今池,2001,7435519.0,2,15.821778940416602
今池,2002,7416395.0,2,15.819203648024065
今池,2003,7992258.0,2,15.893983881071748
今池,2004,7639303.0,2,15.848816926614468
今池,2005,7491462.0,2,15.829274530037067
今池,2006,7470004.0,2,15.82640609258409
今池,2007,7368526.0,2,15.812728244162852
今池,2008,7519105.0,2,15.832957672885614
今池,2009,7534151.0,2,15.834956709507393
今池,2010,7262643.0,2,15.798254370137784
今池,2011,7223787.0,2,15.792889888594432
今池,2012,7275367.0,2,15.800004816484831
今池,2013,7566149.0,2,15.839194777346254
今池,2014,7904900.0,2,15.882993378324317
今池,2015,8025213.0,2,15.898098768684195
伏屋,1991,981092.0,1,13.796421516005507
伏屋,1992,976897.0,1,13.792136500697636
伏屋,1993,1007769.0,1,13.823249534684091
伏屋,1994,1005258.0,1,13.820754782947203
伏屋,1995,1000148.0,1,13.815658547013355
伏屋,1996,989781.0,1,13.80523898551855
伏屋,1997,978590.0,1,13.793868039105202
伏屋,1998,1001568.0,1,13.817077329935806
伏屋,1999,1056642.0,1,13.8706065130643
伏屋,2000,1102155.0,1,13.912777912161772
伏屋,2001,1039216.0,1,13.853977140678817
伏屋,2002,997291.0,1,13.812797881983451
伏屋,2003,972617.0,1,13.787745655721544
伏屋,2004,957441.0,1,13.772019379339467
伏屋,2005,973198.0,1,13.788342834813355
伏屋,2006,1002562.0,1,13.818069281637047
伏屋,2007,1026768.0,1,13.841926562709697
伏屋,2008,1049083.0,1,13.863427007222638
伏屋,2009,1030505.0,1,13.845559531314466
伏屋,2010,1044537.0,1,13.859084282999033
伏屋,2011,1036171.0,1,13.851042746096065
伏屋,2012,1045436.0,1,13.859944581247333
伏屋,2013,1051650.0,1,13.865870917303223
伏屋,2014,1011801.0,1,13.8272424691771
伏屋,2015,1081493.0,1,13.893853051862395
伏見,1991,19580692.0,2,16.790054536628023
伏見,1992,18364623.0,2,16.725936708846596
伏見,1993,18085353.0,2,16.71061294211619
伏見,1994,17782851.0,2,16.693745123901966
伏見,1995,17720170.0,2,16.69021409677465
伏見,1996,17733542.0,2,16.690968432491825
伏見,1997,17157797.0,2,16.6579632638293
伏見,1998,17521820.0,2,16.678957519355773
伏見,1999,16879662.0,2,16.641620023234925
伏見,2000,16621927.0,2,16.62623328531552
伏見,2001,18114485.0,2,16.712222452428858
伏見,2002,18496145.0,2,16.733072889956382
伏見,2003,17349888.0,2,16.669096609004896
伏見,2004,15644282.0,2,16.56561604077536
伏見,2005,15400142.0,2,16.549887288120566
伏見,2006,15650418.0,2,16.566008183858926
伏見,2007,15492761.0,2,16.555883440537876
伏見,2008,15543478.0,2,16.55915168738597
伏見,2009,15287579.0,2,16.542551226584816
伏見,2010,14433558.0,2,16.485066470003325
伏見,2011,14716120.0,2,16.504454049563336
伏見,2012,14882692.0,2,16.515709484984754
伏見,2013,15400597.0,2,16.549916832866234
伏見,2014,15593629.0,2,16.562372991366924
伏見,2015,16307914.0,2,16.60716106942197
伝馬町,1991,2710956.0,1,14.812811898175724
伝馬町,1992,2500628.0,1,14.732052458292992
伝馬町,1993,2384177.0,1,14.684364549377799
